customer_id,name,age,birth_year,salary,city,email,phone,purchase_amount,join_date
73,Customer_73,53.0,1972,156131.0,MUMBAI,user73@gmail.com,9752536071,37550.05,2023-03-20
74,Customer_74,31.0,1988,53289.0,Mumbai ,user74@gmail.com,7773383043,39996.9,2023-08-20
75,Customer_75,48.0,1991,140226.0,Delhi,user75@gmail.com,NA,41274.12,2023-08-13
76,Customer_76,32.0,2004,130793.0,mumbai,user76@gmail.com,7781168999,9401.61,2023-01-16
77,Customer_77,25.0,1987,39823.0,Delhi,user77@GMAIL.COM,9991451011,11861.02,2023-08-12
78,Customer_78,31.0,1983,71975.0,Mumbai,user78@gmail.com,8484629687,31724.55,2023-06-11
79,Customer_79,40.0,1974,39540.0,bangalore,user79@gmail.com,8768071448,45402.52,2023-07-24
80,Customer_80,57.0,1983,46364.0,Mumbai,user80@gmail.com,NA,15878.21,2023-08-14
81,Customer_81,38.0,1996,165683.0, mumbai,user81@gmail.com,9035649730,29456.5,2023-08-10
82,Customer_82,33.0,1999,57663.0,Pune,user82@gmail.com,9212922010,34180.8,2023-02-13
83,Customer_83,62.0,1971,81991.0,Pune,user83@gmail.com,9867138652,22652.24,2023-07-12
84,Customer_84,35.0,1969,134182.0,MUMBAI,user84@GMAIL.COM,7740108209,35717.74,2023-04-20
85,Customer_85,64.0,1967,192049.0,pune,user85@gmail.com,NA,44993.41,2023-01-22
86,Customer_86,41.0,1987,124704.0,Delhi,user86@gmail.com,9585292860,31242.67,2023-03-11
87,Customer_87,43.0,1972,79115.0,New Delhi,user87@gmail.com,7825875065,27035.07,2023-01-11
88,Customer_88,42.0,1982,121007.0,Bangalore,user88@gmail.com,7961424434,21993.36,2023-05-18
89,Customer_89,62.0,1972,179143.0,delhi,user89@gmail.com,7175529362,28916.56,2023-01-17
90,Customer_90,58.0,1982,41938.0,PUNE,user90@gmail.com,NA,17832.59,2023-01-10
91,Customer_91,46.0,1978,196267.0,Pune,user91@GMAIL.COM,7725570564,19634.96,2023-01-20
92,Customer_92,32.0,1989,121680.0,Bangalore,user92@gmail.com,8482118609,26639.69,2023-08-19
93,Customer_93,62.0,1961,34000.0,PUNE,user93@gmail.com,8196536411,3424.29,2023-01-16
94,Customer_94,18.0,1989,131042.0,Bangalore,user94@gmail.com,8493013161,11528.37,2023-03-12
95,Customer_95,42.0,2005,123610.0, mumbai,user95@gmail.com,NA,27188.18,2023-02-14
96,Customer_96,24.0,1972,133691.0,PUNE,user96@gmail.com,7760254268,21633.25,2023-04-21
97,Customer_97,26.0,1991,68304.0,delhi,user97@gmail.com,7136600085,16707.51,2023-03-15
98,Customer_98,41.0,1966,99449.0,Bangalore,user98@GMAIL.COM,7380974484,36554.4,2023-02-21
99,Customer_99,18.0,1971,112986.0,Mumbai ,user99@gmail.com,9356714309,34716.51,2023-03-14
100,Customer_100,61.0,1974,181836.0,delhi,user100@gmail.com,NA,8419.86,2023-04-26
101,Customer_101,25.0,2003,138940.0,PUNE,user101@gmail.com,7518127104,43943.59,2023-05-26
102,Customer_102,41.0,1974,68494.0,delhi,user102@gmail.com,9295331460,24821.64,2023-02-26
103,Customer_103,28.0,1993,33373.0,Bangalore,user103@gmail.com,8979029736,37098.9,2023-07-21
104,Customer_104,34.0,1986,173233.0,mumbai,user104@gmail.com,8528971787,28700.23,2023-06-25
105,Customer_105,25.0,1987,127532.0,Bangalore,user105@GMAIL.COM,NA,49884.86,2023-08-17
106,Customer_106,52.0,1999,122658.0,Bangalore,user106@gmail.com,7886196569,37644.92,2023-07-26
107,Customer_107,52.0,2000,153633.0, mumbai,user107@gmail.com,8564527137,35378.33,2023-07-14
108,Customer_108,50.0,2004,130386.0,Delhi,user108@gmail.com,7552970160,38950.74,2023-06-25
109,Customer_109,22.0,1990,57350.0,Mumbai ,user109@gmail.com,9162160717,7242.09,2023-06-17
110,Customer_110,59.0,1974,123008.0,New Delhi,user110@gmail.com,NA,10306.78,2023-01-27
111,Customer_111,56.0,1995,124297.0,Pune,user111@gmail.com,8417766617,35731.8,2023-01-21
112,Customer_112,58.0,1985,55351.0,Mumbai,user112@GMAIL.COM,9965223212,24749.68,2023-07-18
113,Customer_113,45.0,1985,118668.0,Delhi,user113@gmail.com,8381187482,37756.3,2023-05-24
114,Customer_114,24.0,1961,144585.0,Mumbai,user114@gmail.com,7168844360,5235.51,2023-08-19
115,Customer_115,26.0,1977,176377.0, mumbai,user115@gmail.com,NA,26870.42,2023-08-16
116,Customer_116,25.0,1969,105353.0,Mumbai ,user116@gmail.com,7396385049,19003.2,2023-01-16
117,Customer_117,29.0,1969,95953.0,Bengaluru,user117@gmail.com,9066503726,22904.31,2023-06-24
118,Customer_118,51.0,1962,87458.0,Bangalore,user118@gmail.com,9696811640,30237.5,2023-05-16
119,Customer_119,50.0,1999,50358.0,Bengaluru,user119@GMAIL.COM,9954012885,25164.19,2023-01-25
120,Customer_120,40.0,1980,33267.0,Bengaluru,user120@gmail.com,NA,27039.05,2023-08-27
121,Customer_121,41.0,1980,112745.0,bangalore,user121@gmail.com,7351152366,24369.24,2023-03-27
122,Customer_122,54.0,1973,119588.0,MUMBAI,user122@gmail.com,9197550135,20506.86,2023-07-16
123,Customer_123,52.0,1986,68513.0,Bengaluru,user123@gmail.com,7674213994,38616.91,2023-03-27
124,Customer_124,61.0,1977,187164.0,Pune,user124@gmail.com,8620430895,708.93,2023-03-19
125,Customer_125,57.0,1974,41338.0,mumbai,user125@gmail.com,NA,29962.29,2023-07-26
126,Customer_126,39.0,1979,161484.0,MUMBAI,user126@GMAIL.COM,7262327868,28318.87,2023-06-12
127,Customer_127,44.0,1960,37543.0, mumbai,user127@gmail.com,7011145552,35837.34,2023-04-22
128,Customer_128,52.0,1974,135891.0,Delhi,user128@gmail.com,8189180441,29991.57,2023-02-12
129,Customer_129,18.0,2002,194568.0,mumbai,user129@gmail.com,7362997767,41357.26,2023-05-20
130,Customer_130,52.0,1988,90692.0,delhi,user130@gmail.com,NA,47957.83,2023-08-21
131,Customer_131,54.0,2003,74425.0,PUNE,user131@gmail.com,9565289826,17191.96,2023-07-24
132,Customer_132,64.0,1972,68756.0,bangalore,user132@gmail.com,7792511740,11444.81,2023-08-26
133,Customer_133,31.0,1990,48888.0,mumbai,user133@GMAIL.COM,7899148494,21237.48,2023-04-22
134,Customer_134,20.0,1963,196807.0,New Delhi,user134@gmail.com,9304639278,14467.69,2023-02-10
135,Customer_135,18.0,1979,77295.0,Bengaluru,user135@gmail.com,NA,30786.02,2023-08-22
136,Customer_136,22.0,1977,144352.0, mumbai,user136@gmail.com,8591165566,45601.44,2023-02-21
137,Customer_137,43.0,1978,113042.0,pune,user137@gmail.com,9081010389,7041.9,2023-06-11
138,Customer_138,31.0,1961,115999.0,PUNE,user138@gmail.com,8014112781,5129.65,2023-07-12
139,Customer_139,56.0,2001,47955.0,Mumbai,user139@gmail.com,9655384025,12875.18,2023-02-11
140,Customer_140,44.0,1972,67841.0,Pune,user140@GMAIL.COM,NA,36332.17,2023-06-22
141,Customer_141,26.0,1966,100640.0,Mumbai,user141@gmail.com,8584472022,29688.85,2023-05-27
142,Customer_142,32.0,1970,195983.0,mumbai,user142@gmail.com,9281769037,5200.41,2023-08-12
143,Customer_143,32.0,1983,168429.0,Mumbai,user143@gmail.com,8986571479,45945.65,2023-03-16
144,Customer_144,43.0,1978,193551.0,New Delhi,user144@gmail.com,7267754137,39525.22,2023-06-26
145,Customer_145,59.0,1961,91476.0, mumbai,user145@gmail.com,NA,1248.83,2023-05-21
146,Customer_146,30.0,1976,74811.0,delhi,user146@gmail.com,7157553165,32603.22,2023-01-25
147,Customer_147,49.0,1972,197280.0,Delhi,user147@GMAIL.COM,7634534586,38585.21,2023-08-21
148,Customer_148,56.0,1974,181222.0,Pune,user148@gmail.com,8084208439,18784.32,2023-07-19
149,Customer_149,49.0,1986,101180.0,New Delhi,user149@gmail.com,7571732850,3539.18,2023-06-16
150,Customer_150,21.0,1975,142856.0,New Delhi,user150@gmail.com,NA,3958.32,2023-04-14
151,Customer_151,47.0,1984,98450.0,Mumbai,user151@gmail.com,9951353346,5301.92,2023-01-26
152,Customer_152,54.0,1974,182424.0,Bengaluru,user152@gmail.com,9197637869,42037.94,2023-03-22
153,Customer_153,40.0,2004,141888.0,Mumbai,user153@gmail.com,9285410030,45543.24,2023-06-27
154,Customer_154,56.0,1989,140448.0,mumbai,user154@GMAIL.COM,7130876923,6228.26,2023-04-27
155,Customer_155,62.0,1982,44397.0,Delhi,user155@gmail.com,NA,11871.71,2023-06-14
156,Customer_156,32.0,1965,161800.0,MUMBAI,user156@gmail.com,7460300268,8359.47,2023-01-25
157,Customer_157,60.0,1976,149180.0,Mumbai,user157@gmail.com,8921621497,9397.41,2023-01-23
158,Customer_158,46.0,2004,96234.0, mumbai,user158@gmail.com,8521048357,41890.79,2023-07-18
159,Customer_159,53.0,1967,69954.0,pune,user159@gmail.com,9287573730,16674.11,2023-07-26
160,Customer_160,30.0,1961,109459.0,Pune,user160@gmail.com,NA,15641.07,2023-01-13
161,Customer_161,49.0,1983,177851.0,Bangalore,user161@GMAIL.COM,8705805682,11447.04,2023-04-14
162,Customer_162,24.0,1975,185538.0,Mumbai,user162@gmail.com,8041402894,30433.93,2023-05-14
163,Customer_163,39.0,1960,198011.0, mumbai,user163@gmail.com,7450409663,19027.35,2023-03-15
164,Customer_164,45.0,1985,196342.0, mumbai,user164@gmail.com,8156390872,37238.06,2023-07-23
165,Customer_165,19.0,1984,89163.0,Pune,user165@gmail.com,NA,10358.43,2023-08-20
166,Customer_166,59.0,2005,81934.0,MUMBAI,user166@gmail.com,8620423140,39410.72,2023-06-22
167,Customer_167,62.0,1980,193379.0, mumbai,user167@gmail.com,7782903323,30225.7,2023-02-16
168,Customer_168,23.0,1965,84098.0,pune,user168@GMAIL.COM,7086205129,5801.94,2023-04-13
169,Customer_169,45.0,2005,35486.0, mumbai,user169@gmail.com,9422211622,20783.78,2023-03-17
170,Customer_170,45.0,1981,169407.0, mumbai,user170@gmail.com,NA,43189.56,2023-04-22
171,Customer_171,61.0,1990,116900.0, mumbai,user171@gmail.com,8383319480,46155.72,2023-06-19
172,Customer_172,61.0,1967,156020.0,delhi,user172@gmail.com,7908162278,23338.44,2023-03-11
173,Customer_173,37.0,1974,132795.0,delhi,user173@gmail.com,7383129685,24093.77,2023-01-18
174,Customer_174,47.0,1998,172202.0,MUMBAI,user174@gmail.com,8406590425,45930.89,2023-01-12
175,Customer_175,28.0,1964,117508.0,Mumbai,user175@GMAIL.COM,NA,29394.7,2023-08-15
176,Customer_176,45.0,1968,148324.0, mumbai,user176@gmail.com,9299248765,1739.05,2023-05-14
177,Customer_177,42.0,1978,90566.0,bangalore,user177@gmail.com,7514374443,45646.2,2023-06-24
178,Customer_178,56.0,1965,57192.0,Delhi,user178@gmail.com,8001656856,12486.5,2023-07-26
179,Customer_179,50.0,1981,31062.0,bangalore,user179@gmail.com,8472859660,28923.83,2023-01-12
180,Customer_180,18.0,1972,114076.0,Mumbai,user180@gmail.com,NA,8359.11,2023-04-26
181,Customer_181,44.0,1982,119780.0,MUMBAI,user181@gmail.com,9549460179,1790.57,2023-05-19
182,Customer_182,30.0,1983,182617.0,Bengaluru,user182@GMAIL.COM,9035685400,15642.51,2023-03-27
183,Customer_183,58.0,1994,51689.0,Bengaluru,user183@gmail.com,9916722243,39046.74,2023-02-26
184,Customer_184,20.0,2000,41174.0,Mumbai ,user184@gmail.com,8525161353,13951.6,2023-08-12
185,Customer_185,56.0,1971,118461.0,bangalore,user185@gmail.com,NA,11082.85,2023-08-12
186,Customer_186,23.0,1962,156174.0,Mumbai,user186@gmail.com,9786672872,10712.77,2023-06-22
187,Customer_187,25.0,1987,133033.0,Mumbai,user187@gmail.com,9140792940,25807.17,2023-08-24
188,Customer_188,44.0,2006,39348.0,PUNE,user188@gmail.com,9059789457,48779.51,2023-01-18
189,Customer_189,26.0,1999,184786.0,mumbai,user189@GMAIL.COM,7373319790,23003.55,2023-04-23
190,Customer_190,54.0,1961,68102.0,Bangalore,user190@gmail.com,NA,27909.54,2023-05-11
191,Customer_191,50.0,1991,104460.0,PUNE,user191@gmail.com,9509117667,43045.54,2023-03-18
192,Customer_192,59.0,1993,132634.0,pune,user192@gmail.com,9306855022,26799.98,2023-08-12
193,Customer_193,61.0,1995,119930.0,delhi,user193@gmail.com,9520463393,9304.7,2023-03-18
194,Customer_194,41.0,1984,36801.0,delhi,user194@gmail.com,9395484782,15049.84,2023-03-11
195,Customer_195,32.0,1992,133150.0,mumbai,user195@gmail.com,NA,15565.85,2023-04-19
196,Customer_196,49.0,1979,184697.0,Pune,user196@GMAIL.COM,9519150503,19926.17,2023-01-24
197,Customer_197,49.0,1973,31542.0,Pune,user197@gmail.com,8853963632,21396.77,2023-08-14
198,Customer_198,41.0,2005,51677.0,MUMBAI,user198@gmail.com,9424330987,40009.12,2023-03-11
199,Customer_199,58.0,1975,69081.0,New Delhi,user199@gmail.com,7547953234,17534.41,2023-08-24
200,Customer_200,29.0,1984,123105.0,mumbai,user200@gmail.com,NA,23464.77,2023-06-17
6,Customer_6,38.0,2005,52677.0, mumbai,user6@gmail.com,9533841296,24962.56,2023-02-11
7,Customer_7,56.0,2005,85609.0,Pune,user7@GMAIL.COM,7575591023,16584.39,2023-06-26
8,Customer_8,36.0,1979,61024.0,MUMBAI,user8@gmail.com,9061781758,46691.22,2023-02-15
9,Customer_9,40.0,1984,100313.0,PUNE,user9@gmail.com,7123620654,475.96,2023-03-13
10,Customer_10,28.0,1970,157813.0,Bengaluru,user10@gmail.com,NA,11344.11,2023-01-17
